"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"41047","2012-01-20T21:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","40","1","70",,,,,"10223",,,"9","209",,,,,"1","243",,,,,,,,,,,,,,"242","71","700","146","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HRJ9","2012-01-20T21:00:00","21.60","-70.20",,,"1","6","0","0","7","4",,"1",,"0","60","3","93",,"98","2","0","10190","4","0","0",,"0",,,,"3","270","3","3","0",,"6","3","0",,"3","2",,,,"242","10","992","114","5","1","2","2","1F111F","111111A1A111A1",,,,,,"1","0",,,,,,,,"0","A","A","A","A","4",,,,,,,,,,,,
"9HXC9","2012-01-20T21:00:00","25.50","-76.30",,,"1","6","0","0","7","4",,"1",,"0","50","4","123",,"98",,"1","10189","1","3","0","212","0","140",,"85","3","242","3","3","2",,"5","0","0",,"5","2",,"9","1","242","56","992","114","5","1","2","2","111111","111A1111111171",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"A8IP5","2012-01-20T21:00:00","26.00","-73.50",,,"1","6","0","0","4","4",,"1",,"0","30","3","51",,"97","2","1","10195","8","25","0","225","0","225",,"225",,,"4","4","1",,"0","6","8",,"8","2","36","6","2","242","63","992","114","5","1","2","2","F11113","111111111A1111",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"DDIG2","2012-01-20T21:00:00","25.40","-74.60",,,"1","6","0","0","1","4",,"1",,"0","50","4","103",,"98",,"0","10198","4","0","0","230","0","190",,"165","3","240","2","2","1",,"5","0","0",,"4","3","36","10","4","242","54","992","114","5","1","2","2","111111","111A1111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"KS007","2012-01-20T21:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10171",,,"0","216",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","2","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-20T21:00:00","24.90","-76.00",,,"1","6","0","0","8","4",,"1",,"0","80","4","72",,"98","2","1","10206","0","0","0","220",,,,,"1","254","3","3","1",,"6","3","A",,"4","2","36","4","2","242","46","992","114","5","1","2","2","11111F","1111111AA11111",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-20T21:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","68","8","68",,,,,"10215",,,"0","204",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZCDT2","2012-01-20T21:00:00","20.10","-73.50",,,"1","6","0","0","1","2",,"1","GB","0","90","4","108","0","98","3","1","10201","8","7","0","250","0","215","1","196","1","260","3","3","1","0","5","0","0",,"1","1","6","6","3","242","3","926","112","5","1","0","2","111111","11111111111111",,,"4","1","8","1","1","0",,,,,,,,,,,,"4",,,"9","11112111112219111111","5",,,,,,,
"ZCEF3","2012-01-20T21:00:00","24.40","-74.40",,,"1","6","0","0","3","4",,"1","GB","0","60","4","82","0","98","2","0","10188","7","44","0","245","0","190","1","155","1","261","4","4","1","0","6",,,,"3","1","1","4","3","242","44","926","112","5","0",,"2","111111","11111111111111",,,"4","1","8","1","0","0",,,,,,,,,,,,"4",,,"9","11111111111119111111","5",,,,,,,
"41979","2012-01-20T21:10:00","22.39","-70.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10192",,,"3",,,,,,,"255",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T21:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","136","8","53",,,,,"10223",,,"0","201",,,,,,"231",,,,,,,,,"9","2",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-20T21:20:00","29.44","-73.96",,,"1","3","2","5",,,,"3",,,,,,,,,,"10241",,,"3",,,,,,,"220",,,,,,,,,,,,,,"242","93","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NDLM","2012-01-20T21:33:00","29.70","-79.20",,,"1","5","2","0","4","3",,"1",,"5","152","4","15","0","90",,,"10214",,,"0","225","0","183","1","166","9","255","2",,,"0","A",,,,"1","1",,,,"242","99","708","109","0","0",,"2","111111","111AA1111111AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-20T21:40:00","26.84","-76.66",,,"1","3","2","5",,,,"3",,,,,,,,,,"10220",,,"3",,,,,,,"233",,,,,,,,,,,,,,"242","66","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T21:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"8","2",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-20T21:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"3","8","4",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-20T21:59:00","27.36","-77.42",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"241",,,,,,,,,,,,,,"242","77","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-20T22:00:00","24.35","-74.13",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","44","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T22:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","130","1","60",,,,,"10223",,,"9","201",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-20T22:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","60","1","70",,,,,"10224",,,"9","209",,,,,"1","243",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-20T22:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","76","8","65",,,,,"10218",,,"0","205",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-20T22:01:00","28.22","-76.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-20T22:10:00","22.40","-70.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10194",,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","20","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T22:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"9","2",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-20T22:20:00","29.44","-73.96",,,"1","3","2","5",,,,"3",,,,,,,,,,"10244",,,"3",,,,,,,"220",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NDLM","2012-01-20T22:33:00","29.80","-79.20",,,"1","5","2","0","1","2",,"1",,"5","170","4","14","0","90",,,"10214",,,"0","211","0","211","1","211","9","255","2",,,"0","A",,,,"1","1",,,,"242","99","708","109","0","0",,"1","111113","111AA1111111AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-20T22:40:00","26.85","-76.67",,,"1","3","2","5",,,,"3",,,,,,,,,,"10223",,,"3",,,,,,,"232",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T22:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"10","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-20T22:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"6","9","4",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-20T22:55:00","24.34","-74.13",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","44","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-20T22:56:00","27.35","-77.42",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"241",,,,,,,,,,,,,,"242","77","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-20T22:59:00","28.22","-76.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","86","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T23:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","120","1","50",,,,,"10228",,,"9","202",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-20T23:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","50","1","60",,,,,"10229",,,"9","209",,,,,"1","242",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HRJ9","2012-01-20T23:00:00","22.00","-70.70",,,"1","6","0","0","7","4",,"1",,"0","70","4","98",,"97","1","0","10200","3",,"0","230",,,,,"3","270","4","4","1",,"7","A","A",,"3","3","5","2","4","242","20","992","114","5","1","2","1","11111F","1111111AA11117",,,,,,"1","0",,"38",,,,,,,,,,,"4",,,,,,,,,,,,
"C6VG7","2012-01-20T23:00:00","26.30","-78.20",,,"1","6","0","0","2","1",,"1",,"0","90","4","62",,"97",,"0","10210","4",,"0","240",,,,,"1","250","3","3","1",,"7","8","8",,"2","1",,"2","1","242","68","992","114","5","1","2","1","11111F","111A111AA11177",,,,,,"1","0",,,"2","1",,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-20T23:00:00","25.30","-76.30",,,"1","6","0","0","7","4",,"1",,"0","70","4","93",,"97","2","0","10210","3","10","0","220",,,,,"3","252","4","4","1",,"0","A","3",,"2","3","7","2","4","242","56","992","114","5","1","2","1","11111F","1111111AA11111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-20T23:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","87","8","63",,,,,"10221",,,"0","203",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZCBU5","2012-01-20T23:00:00","25.20","-76.10",,,"1","6","0","0","7","4",,"1",,"0","60","3","87",,"98","2","2","10228","1","27","0","230","0","170",,"126","1","240","3","3","1",,"6","8","A",,"5","1",,,,"242","56","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"41010","2012-01-20T23:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"9","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-20T23:20:00","29.43","-73.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10247",,,"3",,,,,,,"219",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-20T23:20:00","22.40","-70.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10197",,,"3",,,,,,,"253",,,,,,,,,,,,,,"242","20","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-20T23:40:00","26.85","-76.67",,,"1","3","2","5",,,,"3",,,,,,,,,,"10223",,,"3",,,,,,,"232",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-20T23:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","130","8","50",,,,,"10229",,,"0","201",,,,,,"230",,,,,,,,,"8","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-20T23:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","67","8","70",,,,,"10233",,,"0","210",,,,,,"242",,,,,,,,"4","8","4",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-21T00:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","130","1","50",,,,,"10229",,,"9","201",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-21T00:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","70","1","70",,,,,"10233",,,"9","210",,,,,"1","242",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HXC9","2012-01-21T00:00:00","25.80","-77.30",,,"1","6","0","0","6","4",,"1",,"0","80","4","93",,"98",,"1","10200","2","20","0","217","0","147",,"96","1","260","4","4","0",,"5","3","0",,,,,,,"242","57","992","114","5","1","2","1","111111","111A1111111AA1",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"A8CJ2","2012-01-21T00:00:00","20.80","-74.90",,,"1","6","0","0","3","4",,"1",,"0","80","4","118",,"98","2","0","10185","4","0","0","253","0","220",,"206","3","260","1","1","4",,"5","A","A",,"99",,,,,"242","4","992","114","5","1","2","1","111111","111111111117A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6PZ8","2012-01-21T00:00:00","25.80","-79.90",,,"1","6","0","0","1","3",,"1",,"0","120","4","87",,,,,"10240","4",,"3","220","0","180",,"160","1","240","1",,,,"A",,,,,,,,,"242","59","992","114","5","1","2","1","111111","11AAA111111AA7",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6VG7","2012-01-21T00:00:00","26.30","-78.20",,,"1","6","0","0","3","1",,"1",,"0","80","4","98",,,,"1","10220",,"0","0","200",,,,,,,"4","4","A",,"5","6","A",,"3","1",,"3","1","242","68","992","114","5","1","2","1","F1111F","11AA111AAA1177",,,,,,"1","1",,,"3","1",,,,,,,,,"4",,,,,,,,,,,,
"DDIG2","2012-01-21T00:00:00","26.30","-74.60",,,"1","6","0","0","1","4",,"1",,"0","30","4","87",,"98","2",,"10220","1","10","0","205","0","175",,"155","3","200","2","2","2",,"5","A","A",,"3","2","3","7","3","242","64","992","114","5","1","2","1","111111","1111A111111111",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"KS007","2012-01-21T00:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10177",,,"0","213",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","1","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-21T00:00:00","25.60","-76.60",,,"1","6","0","0","6","4",,"1",,"0","50","4","108",,"97","2",,"10218","1",,"0","210","0","180",,"164","3","253","2",,,,"A",,,,,,,,,"242","56","992","114","5","1","2","1","111111","1111A111111AA7",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"PINX","2012-01-21T00:00:00","22.00","-71.50",,,"1","6","0","0","7","4",,"1",,"0","60","4","113",,"98","2","2","10180","4","0","0","240",,,,,"1","270","6","5","1",,"4","8","A",,,,,,,"242","21","992","114","5","1","2","1","11111F","1111111AA11AA1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-21T00:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","82","8","67",,,,,"10225",,,"0","202",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-21T00:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","134","8","57",,,,,"10229",,,"0","201",,,,,,"230",,,,,,,,,"8","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-21T00:20:00","29.43","-73.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10253",,,"3",,,,,,,"219",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-21T00:20:00","22.40","-70.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","20","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-21T00:24:00","24.35","-74.13",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","44","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-21T00:24:00","27.35","-77.42",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"241",,,,,,,,,,,,,,"242","77","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-21T00:24:00","28.22","-76.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","86","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-21T00:33:00","24.33","-74.14",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","44","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-21T00:33:00","27.33","-77.41",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"241",,,,,,,,,,,,,,"242","77","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-21T00:33:00","28.22","-76.73",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","86","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-21T00:40:00","26.88","-76.70",,,"1","3","2","5",,,,"3",,,,,,,,,,"10232",,,"3",,,,,,,"232",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-21T00:50:00","24.33","-74.13",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","44","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-21T00:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"9","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-21T00:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"4","10","4",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-21T00:53:00","28.22","-76.73",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","86","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-21T01:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","140","1","60",,,,,"10230",,,"9","201",,,,,"1","230",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-21T01:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","60","1","70",,,,,"10237",,,"9","209",,,,,"1","242",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HRJ9","2012-01-21T01:00:00","22.20","-71.10",,,"1","6","0","0","7","4",,"1",,"0","60","4","87",,"97","1","0","10200","4",,"0","230",,,,,"3","260","3","3","1",,"7","A","A",,"3","3","6","2","4","242","21","992","114","5","1","2","1","11111F","1111111AA11117",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXC9","2012-01-21T01:00:00","25.80","-77.70",,,"1","6","0","0","6","4",,"1",,"0","80","4","93",,"98",,"1","10200","2","20","0","217","0","147",,"96","1","260","4","4","0",,"5","3","0",,,,,,,"242","57","992","114","5","1","2","1","111111","111A1111111AA1",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6PZ8","2012-01-21T01:00:00","25.90","-79.70",,,"1","6","0","0","1","3",,"1",,"0","170","4","93",,,,,"10220","4",,"3","220","0","180",,"160","1","250","2",,,,"A",,,,,,,,,"242","59","992","114","5","1","2","1","111111","11AAA111111AA7",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6VG7","2012-01-21T01:00:00","26.30","-78.20",,,"1","6","0","0","3","1",,"1",,"0","80","4","67",,,,"1","10230",,"10","0","200",,,,,,,"4","4","A",,"5","6","A",,"3","1",,"3","1","242","68","992","114","5","1","2","1","F1111F","11AA111AAA1177",,,,,,"1","1",,,"3","1",,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-21T01:00:00","25.70","-76.90",,,"1","6","0","0","7","4",,"1",,"0","90","4","98",,"97",,"0","10220","5",,"0","220","0","210",,"205","1","250","3","3","9",,"6","1","0",,,,,,,"242","56","992","114","5","1","2","1","111111","111A1111111AA7",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-21T01:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","87","8","70",,,,,"10228",,,"0","201",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZCDM6","2012-01-21T01:00:00","22.90","-78.80",,,"1","6","0","0","7","5","1","1","GB","0","70","3","98","0","98","3","0","10202","3","3","0","227","0","195","1","176","1","260","2",,,,,,,,"2","1",,,,"242","28","926","112","5","1","0","1","111111","111111111111A1",,,"4","1","8","1","0","0",,,,,,,,,,,,"4",,,"9","91111111111199111111","5","333","332","21","3","0","45","134"
